"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Follows,Comments,Saves
17880897792406685,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Nádrž mizí rychleji, než stíháš tankovat?
Možná za to nemůže auto, ale pár drobných chyb, které děláme všichni.
A právě tyhle nenápadné „žrouty paliva“ se postarají o to, že platíš víc, než musíš:

1️⃣ Podhustěné pneumatiky – vyšší odpor, vyšší spotřeba.
2️⃣ Otevřené okno na dálnici – místo cabria děláš z auta vysavač.
3️⃣ Zbytečný náklad v kufru – každý kilogram navíc znamená víc spáleného benzínu.
4️⃣ Běžící motor na místě – stojíš, ale nádrž mizí.
5️⃣ Špinavý vzduchový filtr – motor se dusí, pumpa se raduje.
6️⃣ Starý nebo nekvalitní olej – horší chod motoru = vyšší žízeň.

👉 Chceš jezdit úsporněji? Zkontroluj si tyhle drobnosti a nádrž ti vydrží déle.

#pneuboss.cz #uspornajizda #tipynacesty #palivo #spotreba #autopraxe",0,"10/19/2025 03:45",https://www.instagram.com/p/DP_OkodDfH1/,"IG image",,Lifetime,554,145,4,0,0,0,0
18315347089168185,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Kdy jste naposledy zatroubili a proč? 🚗📢
Naši kolegové odpověděli a některé důvody opravdu pobaví. 😅
Podívejte se na video a napište nám do komentářů, kdy jste troubili vy 👇

#pneubosscz #tasy #pneubosssk #pneumatiky #autotipy #gumytipy #team",15,"10/17/2025 07:40",https://www.instagram.com/reel/DP6f8PkijCd/,"IG reel",,Lifetime,384,263,8,2,1,0,1
18104210215528571,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Od polárních expedic přes letiště až po Mars.
Tam všude najdete pneumatiky, které obstojí tam, kde běžné selžou.
Podívete se do příspěvku a pročti si víc.

#pneubosscz #pneumatiky #extrémnípodmínky #autodíly #technologie #marsrover #expedice #letiště #doly #zimnipneumatiky",0,"10/16/2025 22:10",https://www.instagram.com/p/DP5epjcDuSt/,"IG carousel",,Lifetime,421,70,4,0,0,0,0
17862494955500222,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🚗 Přiznejte se… kdo z vás už někdy zaparkoval „na prasáka“? 🙈
(My samozřejmě ne… my řešíme jen pneumatiky 😅)

#parkování #memes #auta #pneubosscz #parkingfail #pneumatiky",0,"10/15/2025 10:40",https://www.instagram.com/p/DP1q4lxDyuo/,"IG image",,Lifetime,602,141,7,0,0,0,0
18116320426474192,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Každý řidič má svůj styl. Někdo sleduje každý litr paliva a jezdí úsporně, jiný zase miluje pocit výkonu a dynamickou jízdu.

👀 Podívej se na náš nový reel a zjisti, jak to vypadá u našich kluků v terénu.
👉 Hlasuj v komentářích: #Spotřeba nebo #Výkon?

#spotreba #vykon #ridici #servis #tasy #behindthescenes #zivotnaservisu #pneuservis #auta #jizda#",11,"10/12/2025 11:32",https://www.instagram.com/reel/DPuCZYkilam/,"IG reel",,Lifetime,601,414,6,3,0,0,0
18242030638295098,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Každá pneumatika má svůj příběh. A ten začíná u nás v TASY. 🛞 Tady jsou pneumatiky doma. 🏠

#tasy #pneuboss #pneumatiky #sklad #autotipy #gumytipy",10,"10/10/2025 00:49",https://www.instagram.com/reel/DPnvLDXigco/,"IG reel",,Lifetime,692,412,14,4,0,0,0
17860532463506485,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Bezpečná jízda začíná u pneumatik. 🛞
U Pneubossa vybíráme kvalitu, testujeme spolehlivost a nabízíme servis, na který se můžeš vždy spolehnout.

👉 Neriskuj, vyber si jistotu. Vyber si Pneuboss.cz.

#Pneubosscz #BezpečnáJízda #KvalitaNaPrvnímMístě #Servis",0,"10/08/2025 07:45",https://www.instagram.com/p/DPjVS-eis5M/,"IG image",,Lifetime,423,80,4,0,0,0,0
18182490343337388,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Víš, že je zle, když madlo drží pevněji než ty volant. 🚗😅✋

#madlo #autohumor #gumytipy #pneumatiky #meme",7,"10/06/2025 09:10",https://www.instagram.com/reel/DPeVfzDiis2/,"IG reel",,Lifetime,80557,54437,6370,3343,3,23,323
18482105932079844,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🌆 Singapurská GP je jeden z nejnáročnějších závodů sezóny. Úzký a klikatý městský okruh, tropické horko a vlhkost. Kombinace, která prověří i ty nejlepší. 🚥

⚠️ Safety car? V Singapuru téměř tradice. Nehoda číhá za každou zatáčkou.
➡️ Singapur je víc než závod. Je to test výdrže, strategie a nervů.

📊 Kvalifikace je za námi a startovní rošt je jasný.
👉 Podle výsledků kvaldy, kdo má podle tebe největší šanci vyhrát?

#F1 #SingapurGP #VelkaCena #Formula1 #NočníZávod #Motorsport #Závody",0,"10/05/2025 00:00",https://www.instagram.com/p/DPaxygbiTyd/,"IG image",,Lifetime,482,92,3,0,0,0,0
18079279253510475,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Naše pravidelná pyramida pneumatik je zpět! 🛞🔥
Tentokrát jsme ji stavěli společně s kolegyní, která do výběru přidala svůj pohled na značky.
Kdo se nakonec vyšplhal až na vrchol? Podívej se ve videu. 👀

#pneumatiky #pyramida #battleofbrands #gumytipy",27,"10/04/2025 06:10",https://www.instagram.com/reel/DPY3QkTiuz4/,"IG reel",,Lifetime,602,449,5,3,0,0,0
18078182429046990,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Chladné období je za dveřmi! ❄️ Od října platí: čas na zimní pneumatiky, pro větší bezpečnost na mokrých, studených a kluzkých silnicích. 
#ZimniPneumatiky #OdRijnaDoVelikonoc #BezpecnaJizda #VymenaPneumatik #BezpecnaJizda #Podzim",0,"10/03/2025 10:10",https://www.instagram.com/p/DPWt6dCkZLR/,"IG image",,Lifetime,478,70,4,0,0,1,1
18532977637044193,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Mnoho lidí si myslí, že DOT číslo = stáří pneumatiky. To ale není pravda. ❌

DOT číslo je čtyřmístný kód, který ukazuje týden a rok výroby. Skutečné stárnutí pneumatiky však začíná až ve chvíli, kdy se obuje na vůz. Do té doby je pneumatika nenahustěná, nezatížená a při správném skladování prakticky nestárne.

🔎 Studie z Německa i Koreje ukázaly, že rozdíl mezi novou pneumatikou a tou, která byla správně skladovaná 3 roky, není žádný. Naopak pneumatika, která byla rok používána, vykazuje stejné známky stárnutí jako pneumatika skladovaná 10 let.

👉 Proto ber DOT číslo spíše jako orientační údaj. Důležitější je, odkdy pneumatiku skutečně používáš.",0,"10/01/2025 09:28",https://www.instagram.com/p/DPRfjVykT2P/,"IG image",,Lifetime,712,161,7,0,0,1,1
17962414004988185,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Nejlepší all-inclusive? Přece v autoservisu. 🤦‍♂️😂",0,"09/29/2025 09:30",https://www.instagram.com/p/DPMWJ7bAQFH/,"IG image",,Lifetime,754,168,11,4,0,0,0
18109585195501145,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Zeptali jsme se kolegů, jestli by si uměli sami vyměnit olej.
Odpovědi nás docela pobavily a výsledek byl úplně jiný, než jsme čekali. 😅
Podívej se na video a dej nám vědět, jestli bys to zvládl ty.
#czcars #vymenaoleje #pneubosscz #tasy",14,"09/27/2025 11:12",https://www.instagram.com/reel/DPHYGLCCuSl/,"IG reel",,Lifetime,942,697,8,7,0,0,1
18322049884240838,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Když ti tělo sedí u piva, ale myšlenky jsou pořád doma u auta 🚗💭🔧.",8,"09/25/2025 11:21",https://www.instagram.com/reel/DPCPqUQCv3q/,"IG reel",,Lifetime,1502,1102,23,18,1,0,3
18292595950253336,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🛞 Jak prodloužit životnost sých pneumatik?
Správné skladování je klíčové!

1️⃣ Uchovávejte je na suchém a tmavém místě – vyhněte se přímému slunci či vlhku.
2️⃣ Pneumatiky bez disků skladujte nastojato, ty na discích můžete ukládat naležato.
3️⃣ Občas je protočte, aby se guma rovnoměrně zatěžovala.

👉 Dodržováním těchto jednoduchých zásad se vaše pneumatiky nebudou předčasně kazit a budou připravené na další sezónu.",0,"09/23/2025 09:10",https://www.instagram.com/p/DO83MvFEZoW/,"IG image",,Lifetime,610,109,5,0,0,0,0
18103903885590317,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Celoroční pneumatiky nejsou pro každého, ale v určitých případech dávají velký smysl:

✅ jezdíš hlavně ve městě nebo na krátké vzdálenosti
✅ tvůj roční nájezd je spíš menší (do cca 10–15 tisíc km)
✅ nevyhledáváš extrémní horské podmínky se sněhem a ledem
✅ chceš ušetřit čas i peníze za přezouvání a skladování

👉 Pro řidiče, kteří jezdí převážně po rovinách a udržovaných silnicích, mohou být celoroční pneumatiky praktickou a ekonomickou volbou.

Podívej se na naši nabídku a zjisti, jestli jsou celoroční pneu to pravé i pro tebe.",6,"09/21/2025 05:20",https://www.instagram.com/reel/DO3XwlICtcG/,"IG reel",,Lifetime,749,435,9,5,0,0,1
18041678981395479,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Vítr ve vlasech nebo kufr plný zavazadel? 🌞🧳
Cabrio vs SUV. 
Napiš do komentáře, co by sis vybral ty.
#kabriolet #suv #toneboto",10,"09/20/2025 03:50",https://www.instagram.com/reel/DO0dRXZivU9/,"IG reel",,Lifetime,528,355,5,0,0,2,0
18106242613511706,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Více km, méně starostí, žádné vyhazování peněz. 💸
👉 Podívej se na naši nabídku a šlápni na to.",0,"09/19/2025 04:30",https://www.instagram.com/p/DOyD42kDWg3/,"IG image",,Lifetime,565,93,2,0,0,1,0
18082515655746148,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🛣️✨ Pohodlné cesty před vámi!
Zažijte komfort, bezpečnost a spolehlivý výkon s GT Radial TouringActive – pneumatikou pro každou cestu.

#GTRadial #TouringActive #PohodlnáJízda #SpolehlivýVýkon",0,"09/17/2025 08:39",https://www.instagram.com/p/DOtW2UZkYXs/,"IG image",,Lifetime,530,68,3,0,0,0,0
17877821562404840,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Dovolená ✈️ nebo 🚗?
Zeptali jsme se našich kolegů, jaká je jejich volba.

A co ty? Jsi spíš tým letadlo nebo auto?

#dovolena #auto #letadlo",12,"09/15/2025 09:52",https://www.instagram.com/reel/DOoVNCWCghD/,"IG reel",,Lifetime,686,448,8,4,0,1,0
18073193248887415,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","GITI není jen pneumatika. 🛞
Je to jistota, že dorazíš kamkoli, bezpečně a spolehlivě.
Inovace, kvalita a dlouhá životnost – to je důvod, proč se na GITI spoléhají řidiči po celém světě. 🌍",97,"09/13/2025 04:26",https://www.instagram.com/reel/DOimqcyiqRX/,"IG reel",,Lifetime,442,303,3,2,0,0,0
17929985159983396,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Občas je to s nimi náročné… ale přiznejme si, bez nich bychom to nezvládli. ❤️",0,"09/12/2025 07:01",https://www.instagram.com/p/DOgTsIvj1XZ/,"IG image",,Lifetime,806,149,10,1,0,0,0
18316817110300683,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Když máš na výběr z víc než 200 000 pneumatik, vždycky najdeš tu pravou. 📦
Od prémiových značek až po cenově dostupná řešení – a navíc s expresní expedicí. 💨
Ať už denně najíždíš stovky kilometrů, nebo jezdíš jen víkendově, u nás má tvoje auto vždy jistotu.

👉 Mrkni na pneuboss.cz/pneuboss.sk a vyber si obutí, které ti sedne",23,"09/11/2025 11:34",https://www.instagram.com/reel/DOeN-rcCriy/,"IG reel",,Lifetime,129410,256933,68,10,10,3,3
18237979687288418,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Naše pravidelná pyramida je zpět. Tentokrát jsme si posvítili na značky pneumatik. 🛞🔥
Kolo za kolem, bez kompromisů. Vždy mohla postoupit jen jedna značka.
Kdo se dostal až do finále? To uvidíš ve videu. 👀
#pneumatiky #pyramida #battleofbrands #gumytipy",33,"09/11/2025 02:00",https://www.instagram.com/reel/DOdMaMYCus9/,"IG reel",,Lifetime,552,367,4,4,0,1,0
18041208968659405,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Představte si všechny pneumatiky, které se v Česku ročně vyřadí – je jich přes 30 tisíc tun! 🚗♻️
Pokud je správně zrecyklujeme, ušetříme stovky tisíc tun CO₂ a místo skládky dostanou nový život. A možná už zítra poběžíte po tartanu, který vznikl právě z nich. 🌍
#recyklace #pneu #pneubosscz",0,"09/08/2025 11:52",https://www.instagram.com/p/DOWhyCSEdfm/,"IG carousel",,Lifetime,604,120,8,0,0,1,0
18109850770550326,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Formule 1 posouvá hranice rychlosti, ale v pneuservisu je nejdůležitější preciznost, bezpečnost a jistota, že můžete vyrazit na cestu bez stresu. 🚗
U nás pitstop netrvá jen pár sekund, ale je udělaný pořádně.
#F1 #pitstop #pneubosscz",0,"09/07/2025 08:13",https://www.instagram.com/p/DOTj4ebkbG3/,"IG image",,Lifetime,487,99,3,0,0,0,0
18053810000538451,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Když musíš, tak musíš.
Ale upřímně, šel bys do toho? 😅👇",8,"09/04/2025 23:05",https://www.instagram.com/reel/DONbjhECrtk/,"IG reel",,Lifetime,6434,3654,177,129,0,0,12
17848245798552617,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Defekt na nákladním voze nebo těžké technice? 🚛🔧
Žádný problém! Jsme připraveni zasáhnout kdykoliv a kdekoliv.

✔️ Přezutí přímo u vás ve firmě nebo na cestě – 24/7
✔️ Opravíme defekt nebo přivezeme novou pneumatiku
✔️ Přezujeme téměř všechny typy nákladních pneu – kamiony, autobusy, traktory, stavební stroje
✔️ Bezpečnost je na prvním místě – servisní majáky zajišťují viditelnost i při zásahu na dálnici
✔️ Neohrožujte řidiče při krizové situaci – vše vyřešíme za vás

S námi se vaše vozidla nezastaví. 👉 Více na tasy.cz",0,"09/02/2025 11:45",https://www.instagram.com/p/DOHEMf6EZQe/,"IG image",,Lifetime,476,95,2,0,0,0,0
17932078394963475,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","♻️ Nevyhazuj staré pneumatiky.
Protektorování znamená, že jim obnovíme opotřebený běhoun – a díky tomu jim prodloužíme život.
✅ Je to bezpečné, levnější než nové a šetrné k přírodě.
#protektorovani #udrzitelnajizda #obnovapneumatik",0,"08/31/2025 04:00",https://www.instagram.com/p/DOBFZ-5jR73/,"IG image",,Lifetime,501,87,2,0,0,0,0
18079368668497232,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🔁 Víš, kdy přišel čas na výměnu pneumatik?
Těchto 5 signálů rozhodně nepřehlížej. 👇

📅 Pokud ti aspoň jeden z nich sedí – nečekej na problém. Přezuj včas.
💬 A napiš nám do komentáře – kdy přezouváš ty?

#vymenapneu #bezpecnajizda #pneuservis",6,"08/29/2025 10:03",https://www.instagram.com/reel/DN8lPijCuPS/,"IG reel",,Lifetime,1280,760,6,3,0,0,1
18022633184722799,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Jsou rána, kdy i blinkr má víc energie než ty. 🫠🚗",0,"08/26/2025 09:40",https://www.instagram.com/p/DN00RcOWqFb/,"IG image",,Lifetime,548,116,7,0,0,0,0
17939950383058431,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Tak co, byl jsi letos už se svým autem v servisu? A pokud jo, co to bylo tentokrát?
My už máme odškrtnuto. 😅",6,"08/25/2025 11:47",https://www.instagram.com/reel/DNydz3fVE6S/,"IG reel",,Lifetime,124360,75236,4609,5057,1,45,234
17895486777269598,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🟰 Zapínáš si pás i když jedeš jen pár stovek metrů?
💬 Napiš nám do komentáře, jak to máš ty!
Jsi tým bezpečnost nebo tým komfort?
#bezpecnacesta #pasjezáklad",0,"08/23/2025 09:38",https://www.instagram.com/p/DNtFsuHYmjY/,"IG image",,Lifetime,732,124,3,2,0,1,0
18077955286785562,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🌊 Aquaplaning nastává, když mezi pneumatikou a vozovkou vznikne vodní klín – nejčastěji při vyšší rychlosti a opotřebovaném vzorku.
Auto pak klouže po vodě a ztrácíš kontakt i kontrolu.
Není to o “jestli”, ale kdy tě to potká.

🧠 Jak reagovat při aquaplaningu?
✔️ Drž volant rovně
✔️ Nepřibrzďuj – a neotáčej volantem
✔️ Sundej nohu z plynu
✔️ Počkej, až auto opět získá kontakt s vozovkou

📌 Ulož si tenhle post – může to být nejdůležitější rada, kterou dnes dostaneš.
#aquaplaning #bezpecnajizda #tipydorucenky",0,"08/21/2025 11:00",https://www.instagram.com/p/DNoFfi-s-BC/,"IG image",,Lifetime,461,88,3,0,0,0,0
17919207210137710,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","VW ID. Buzz vyrazil 1. července 2025 na cestu kolem světa, aby pokořil Guinnessův rekord – navštívit nejvíce zemí v čistě elektrickém autě.

Plán? 80 000 km, 75 zemí, 6 kontinentů. 🔋🚐

A pozor – tento model je obutý do pneumatik GitiSynergyH2, které najdete i u nás. 🛞
Vyvinuté pro elektromobily, se zaměřením na nízký valivý odpor, spolehlivost a dlouhou životnost.

👉 Za volantem: rekordman Rainer Zietlow
👉 Expedice potrvá přes 8 měsíců

Jsme rádi, že nabízíme pneumatiky, které právě teď objevují svet. 💪

#GitiTire #IDBuzzWorldTour #EVRekord #GuinnessTrip #GitiSynergyH2 #ObujToSprávne",0,"08/19/2025 07:01",https://www.instagram.com/p/DNiggaQs0oL/,"IG image",,Lifetime,435,82,1,0,0,0,0
18075513854061161,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🧊 Bez klímy ani na roh, alebo radšej okno dokorán?
V létě jsme se zeptali našich lidí, jak to mají ve svých autech.

💬 A co ty? Klíma nonstop, nebo jen když je nejhůř?
Napiš do komentáře!",9,"08/18/2025 12:37",https://www.instagram.com/reel/DNgh2t5qsqj/,"IG reel",,Lifetime,851,639,5,2,0,0,1
17906346297090459,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🚗 TASY – specialista na pneumatiky a servis od roku 1991.
Rychle, spolehlivě, bez kompromisů. 🔧
👉 Rezervuj si termín online.",13,"08/16/2025 05:42",https://www.instagram.com/reel/DNapE8Kqx6l/,"IG reel",,Lifetime,1442,1091,27,3,0,0,1
17917775499147989,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","📱 Navigace i na cestu, kterou znáte nazpaměť?
Někteří z nás bez ní nevyjedou ani do Lidlu. Jiní ji spustí jen v cizím městě.

💬 Napiš do komentáře, jak to máš ty – a jestli ti někdy “známá cesta” přinesla nečekané překvapení.

#navigacenebopamet #anketa",8,"08/14/2025 08:48",https://www.instagram.com/reel/DNV0o86KUj5/,"IG reel",,Lifetime,834,604,4,2,0,1,0
18040194500378350,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","⚡️ GT Radial SportActive 2 EV – Vysoce výkonná pneumatika pro elektromobily!
Optimalizovaný valivý odpor, vynikající přilnavost a snížení hluku pro maximální dojezd, bezpečnost a komfort bez kompromisů v výkonu.

Speciálně navrženo pro požadavky elektromobilů.",0,"08/13/2025 06:35",https://www.instagram.com/p/DNTAw5cPC0Y/,"IG image",,Lifetime,351,81,1,0,0,0,0
17955024590994836,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🛞 Tahle obří pneumatika nebyla vyrobená pro parádu.
Michelin 59/80 R63 XDR je skutečný pracant určený pro důlní trucky, co převáží víc než 100 tun materiálu.

Existuje sice ještě větší pneumatika (v Michiganu, USA), ale ta je jen obří sochou. Tahle maká každý den.

🧭 My sice tu největší pneumatiku na světě neprodáváme.
Ale najdeš u nás pneu pro:
🚗 osobní vozy, 🛻 SUV, 🚚 dodávky, 🚜 traktory, 🏭 průmysl i 🏍️ motorky.
Mrkni na pneuboss.cz a vyber si tu svou.

#michelinxdr #nejvetsipneu #giganty #pneumatikyprokazdeho",0,"08/12/2025 11:27",https://www.instagram.com/p/DNQ9fYLMkEw/,"IG carousel",,Lifetime,391,87,0,1,0,0,1
18059327279605010,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","😬 Každý máme toho kámoše, u kterého se v autě modlíme, aby to přežilo podvozek i my.
A přesto si k němu zase sedneme.

💬 Označ ho. Ať ví, že to víš.

#divokyridic #kamoszavolantem",14,"08/10/2025 22:36",https://www.instagram.com/reel/DNNAL1qq4Fd/,"IG reel",,Lifetime,3698,2839,139,3,0,0,3
18163632487362119,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🛠️ Co ses o svém autě dozvěděl/a… až když se to pokazilo?
💬 Poděl se s námi v komentáři – chceme znát ty příběhy!
#autoopravy #kdyzsepokazi",0,"08/09/2025 08:10",https://www.instagram.com/p/DNI4g27ssJ0/,"IG image",,Lifetime,608,151,2,2,0,1,0
18084910387877759,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🚗✨ Naše samoobslužná myčka v Brně – Vinohradech je tu pro každého, kdo chce svému autu dopřát špičkovou péči.
Prvotřídní čistota. Nonstop provoz. Moderní technologie.
#myckabrno #autoumývárna #brnoreels",0,"08/06/2025 07:15",https://www.instagram.com/p/DNBDx68sgOh/,"IG image",,Lifetime,314,98,4,0,0,0,0
18130837690444210,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Někdo miluje klid nočních cest, jiný nedá dopustit na denní světlo.
Na co sázíte vy? 👀

💬 Napište do komentáře: #TeamNoc 🌗 nebo #TeamDen ☀️
#pneuboss #anketa #pneuboss #tasy",9,"08/04/2025 11:28",https://www.instagram.com/reel/DM8W7IbqHaM/,"IG reel",,Lifetime,776,579,11,2,0,1,1
18078112468744066,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🛞💥 Víte, jakou rezervu vozíte vy?
Ne všechny náhradní kola fungují stejně – některé vám umožní pokračovat bez omezení, jiné jsou jen nouzovým řešením. A u některých aut už rezervu vůbec nenajdete.
📊 Mrkněte na přehled 4 hlavních typů rezerv, které dnes v autech potkáte.
💬 Napište nám do komentáře, co máte v kufru vy.
🗳️ A nezapomeňte hlasovat v naší anketě ve stories!
#typyrezerv #pneumatiky #autotipy #budpripraven #rezervakolo",0,"08/03/2025 10:20",https://www.instagram.com/p/DM5qmgns1K5/,"IG carousel",,Lifetime,339,88,3,0,0,0,0
17896477551266495,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Tentokrát jsme naši pravidelnou pyramidu značek svěřili jednomu z našich skladníků.
Rozhodoval se rychle, bez slitování – dvě značky proti sobě a jen jedna mohla dál.
Finále? To si musíš pustit. 👀
#autoznacky #pyramida #battleofbrands #autotipy",21,"08/02/2025 10:58",https://www.instagram.com/reel/DM3J_fOqxDh/,"IG reel",,Lifetime,670,481,7,2,0,0,0
18088560265707659,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🌍 GT Radial ClimateActive – Bezpečná jízda za každého počasí!
Pokročilá technologie pro optimální přilnavost na mokré, zasněžené i suché vozovce. Inovativní směs a vzorek pro bezpečnost, pohodlí a dlouhou životnost.

Ideální na celoroční použití.",0,"08/01/2025 07:36",https://www.instagram.com/p/DM0ONRLta-f/,"IG image",,Lifetime,215,64,2,0,0,0,0
17859860418387331,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Každý máme to auto, které bychom nechtěli ani s plnou nádrží. 😅
💬 Které je to u tebe?
#pneuboss #tasy",11,"07/30/2025 08:55",https://www.instagram.com/reel/DMvNuK9KR6Q/,"IG reel",,Lifetime,1905,1474,26,2,2,1,1
17960908787987300,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🌦️❄️☀️ Připraven na každé roční období – s Giti AllSeason AS2!

Spolehlivá přilnavost na dešti, sněhu i slunci. Pohodlná, odolná a bezpečná pneumatika – ideální pro každou jízdu. 🚗✨

#GitiAllSeasonAS2 #CeloročníPneumatiky #BezpečněNaCestě #GitiPerformance",0,"07/29/2025 06:46",https://www.instagram.com/p/DMsaGgzM04Z/,"IG image",,Lifetime,175,43,2,0,0,0,0
18082899493870492,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","🛞 Pneumatiky pro všechny – i pro tvoje auto.
Sháníš spolehlivé obutí pro osobní vůz, SUV nebo nákladní auto?
U nás najdeš tisíce pneumatik od známých značek – a to rychle, bez zbytečného čekání.

✅ Široký výběr rozměrů i značek
✅ Skladem – okamžité odeslání
✅ Rádi poradíme s výběrem

📍 Podívej se na tasy.cz a vyber si to pravé pro svoje auto nebo celou firmu.",0,"07/28/2025 09:45",https://www.instagram.com/p/DMqJy5YJrg9/,"IG image",,Lifetime,234,90,4,0,0,0,0
17947258806007840,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","Vítěz testu Tyre Reviews 2025!

Nokian Tyres Seasonproof 2 je jasnou volbou pro každého, kdo hledá celoroční pneumatiky s maximálním výkonem za každého počasí.

Bezpečně. Ticho. Spolehlivě.
#NokianTyres #Seasonproof2 #CeloročníPneumatiky #BezpečnáJízda #VítězTestu2025",0,"07/27/2025 04:00",https://www.instagram.com/p/DMm9nG_Os1z/,"IG image",,Lifetime,252,89,2,0,0,0,0
18167983642349876,17841402202605251,pneuboss.cz,"Pneuboss.cz | E-shop s pneumatikami","💬 Kdo říkal, že chlapi nedávají najevo city?🚗
#pneuboss #tasy",14,"07/26/2025 06:30",https://www.instagram.com/reel/DMkp6yHqPgX/,"IG reel",,Lifetime,2480,1938,149,5,0,0,7
